timestamp,Impressions,Engagements,ProfileVisits,Follows,Replies,Likes,Retweets,Bookmark,Share,MediaViews,VideoViews
2026-02-17T08:00:00Z,1373,12,3,0,0,0,0,0,0,0,0
2026-02-17T09:00:00Z,567,3,1,0,0,0,0,0,0,1,0
2026-02-17T10:00:00Z,169,0,0,0,0,0,0,0,0,0,0
2026-02-17T11:00:00Z,68,1,1,0,0,0,0,0,0,0,0
2026-02-17T12:00:00Z,55,0,0,0,0,0,0,0,0,0,0
2026-02-17T13:00:00Z,32,0,0,0,0,0,0,0,0,0,0
2026-02-17T14:00:00Z,30,0,0,0,0,0,0,0,0,0,0
2026-02-17T15:00:00Z,23,0,0,0,0,0,0,0,0,0,0
2026-02-17T16:00:00Z,7,1,0,0,0,0,0,0,0,0,0
2026-02-17T17:00:00Z,20,0,0,0,0,0,0,0,0,0,0
2026-02-17T18:00:00Z,7,0,0,0,0,0,0,0,0,0,0
2026-02-17T19:00:00Z,3,0,0,0,0,0,0,0,0,0,0
2026-02-17T20:00:00Z,3,0,0,0,0,0,0,0,0,0,0
2026-02-17T21:00:00Z,3,0,0,0,0,0,0,0,0,0,0
2026-02-17T22:00:00Z,3,0,0,0,0,0,0,0,0,0,0
2026-02-17T23:00:00Z,3,0,0,0,0,0,0,0,0,0,0
2026-02-18T00:00:00Z,6,0,0,0,0,0,0,0,0,0,0
2026-02-18T01:00:00Z,4,0,0,0,0,0,0,0,0,0,0
2026-02-18T03:00:00Z,10,0,0,0,0,0,0,0,0,0,0
2026-02-18T04:00:00Z,4,0,0,0,0,0,0,0,0,0,0
2026-02-18T05:00:00Z,6,0,0,0,0,0,0,0,0,0,0
2026-02-18T06:00:00Z,2,0,0,0,0,0,0,0,0,0,0
2026-02-18T07:00:00Z,3,0,0,0,0,0,0,0,0,0,0
2026-02-18T08:00:00Z,1,0,0,0,0,0,0,0,0,0,0
2026-02-18T10:00:00Z,2,0,0,0,0,0,0,0,0,0,0
2026-02-18T11:00:00Z,2,0,0,0,0,0,0,0,0,0,0
2026-02-18T12:00:00Z,4,0,0,0,0,0,0,0,0,0,0
2026-02-18T13:00:00Z,8,0,0,0,0,0,0,0,0,0,0
2026-02-18T14:00:00Z,6,0,0,0,0,0,0,0,0,0,0
2026-02-18T15:00:00Z,2,0,0,0,0,0,0,0,0,0,0
2026-02-18T16:00:00Z,2,0,0,0,0,0,0,0,0,0,0
2026-02-18T17:00:00Z,4,0,0,0,0,0,0,0,0,0,0
2026-02-18T18:00:00Z,4,0,0,0,0,0,0,0,0,0,0
2026-02-18T19:00:00Z,6,0,0,0,0,0,0,0,0,0,0
2026-02-18T22:00:00Z,2,0,0,0,0,0,0,0,0,0,0
2026-02-18T23:00:00Z,2,0,0,0,0,0,0,0,0,0,0
