timestamp,Impressions,Engagements,ProfileVisits,Follows,Replies,Likes,Retweets,Bookmark,Share,MediaViews,VideoViews
2026-02-17T08:00:00Z,423,86,0,0,1,1,1,0,0,53,0
2026-02-17T09:00:00Z,66,10,0,0,0,0,0,0,0,6,0
2026-02-17T10:00:00Z,15,0,0,0,0,0,0,0,0,0,0
2026-02-17T11:00:00Z,16,1,0,0,0,0,0,0,0,0,0
2026-02-17T12:00:00Z,11,0,0,0,0,0,0,0,0,0,0
2026-02-17T13:00:00Z,18,2,0,0,0,0,0,0,0,0,0
2026-02-17T14:00:00Z,16,3,0,0,0,0,0,0,0,2,0
2026-02-17T15:00:00Z,9,1,0,0,0,0,0,0,0,1,0
2026-02-17T16:00:00Z,7,0,0,0,0,0,0,0,0,0,0
2026-02-17T17:00:00Z,7,0,0,0,0,0,0,0,0,0,0
2026-02-17T18:00:00Z,3,0,0,0,0,0,0,0,0,0,0
2026-02-17T19:00:00Z,9,3,0,0,0,0,0,0,0,1,0
2026-02-17T20:00:00Z,6,0,0,0,0,0,0,0,0,0,0
2026-02-17T21:00:00Z,1,0,0,0,0,0,0,0,0,0,0
2026-02-17T22:00:00Z,3,0,0,0,0,0,0,0,0,0,0
2026-02-17T23:00:00Z,3,0,0,0,0,0,0,0,0,0,0
2026-02-18T00:00:00Z,4,0,0,0,0,0,0,0,0,0,0
2026-02-18T01:00:00Z,2,0,0,0,0,0,0,0,0,0,0
2026-02-18T03:00:00Z,7,1,0,0,0,0,0,0,0,1,0
2026-02-18T04:00:00Z,2,0,0,0,0,0,0,0,0,0,0
2026-02-18T05:00:00Z,3,0,0,0,0,0,0,0,0,0,0
2026-02-18T06:00:00Z,1,0,0,0,0,0,0,0,0,0,0
2026-02-18T07:00:00Z,6,6,0,0,0,0,0,0,0,4,0
2026-02-18T08:00:00Z,4,6,1,0,0,0,0,0,0,0,0
2026-02-18T09:00:00Z,5,1,0,0,0,0,0,0,0,0,0
2026-02-18T10:00:00Z,4,2,0,0,0,0,0,0,0,0,0
2026-02-18T11:00:00Z,7,1,0,0,0,0,0,0,0,0,0
2026-02-18T12:00:00Z,8,1,1,0,0,0,0,0,0,0,0
2026-02-18T13:00:00Z,8,1,0,0,0,0,0,0,0,0,0
2026-02-18T14:00:00Z,13,2,0,0,0,0,0,0,0,0,0
2026-02-18T15:00:00Z,2,0,0,0,0,0,0,0,0,0,0
2026-02-18T16:00:00Z,1,0,0,0,0,0,0,0,0,0,0
2026-02-18T17:00:00Z,9,2,0,0,0,0,0,0,0,0,0
2026-02-18T18:00:00Z,4,2,0,0,0,0,0,0,0,1,0
2026-02-18T19:00:00Z,4,0,0,0,0,0,0,0,0,0,0
2026-02-18T20:00:00Z,1,0,0,0,0,0,0,0,0,0,0
2026-02-18T22:00:00Z,4,0,0,0,0,0,0,0,0,0,0
