timestamp,Impressions,Engagements,ProfileVisits,Follows,Replies,Likes,Retweets,Bookmark,Share,MediaViews,VideoViews
2026-02-20T14:00:00Z,934,64,0,0,0,1,0,1,0,44,0
2026-02-20T15:00:00Z,759,94,3,0,0,0,0,1,0,69,0
2026-02-20T16:00:00Z,388,52,1,0,0,0,0,0,0,39,0
2026-02-20T17:00:00Z,302,37,0,0,0,0,0,0,0,28,0
2026-02-20T18:00:00Z,131,19,1,0,0,0,0,1,0,15,0
2026-02-20T19:00:00Z,69,5,0,0,0,0,0,0,0,5,0
2026-02-20T20:00:00Z,74,16,1,0,0,0,0,1,0,8,0
2026-02-20T21:00:00Z,49,3,1,0,0,0,0,0,0,2,0
2026-02-20T22:00:00Z,40,2,0,0,0,0,0,0,0,2,0
2026-02-20T23:00:00Z,50,2,0,0,0,0,0,0,0,2,0
2026-02-21T00:00:00Z,41,10,1,0,0,0,0,1,0,5,0
2026-02-21T01:00:00Z,39,2,0,0,0,0,0,0,0,1,0
2026-02-21T02:00:00Z,45,6,0,0,0,0,0,0,0,6,0
2026-02-21T03:00:00Z,38,10,2,0,0,0,0,0,0,3,0
2026-02-21T04:00:00Z,40,9,0,0,0,0,0,0,0,4,0
2026-02-21T05:00:00Z,35,3,0,0,0,0,0,0,0,2,0
2026-02-21T06:00:00Z,27,0,0,0,0,0,0,0,0,0,0
2026-02-21T07:00:00Z,14,1,0,0,0,0,0,0,0,0,0
2026-02-21T08:00:00Z,16,4,0,0,0,0,0,0,0,2,0
2026-02-21T09:00:00Z,10,5,0,0,0,0,0,0,0,1,0
2026-02-21T10:00:00Z,6,0,0,0,0,0,0,0,0,0,0
2026-02-21T11:00:00Z,6,0,0,0,0,0,0,0,1,0,0
2026-02-21T12:00:00Z,8,7,1,0,0,0,0,0,0,1,0
2026-02-21T13:00:00Z,6,1,0,0,0,0,0,0,0,0,0
2026-02-21T14:00:00Z,8,4,0,0,0,0,0,0,0,3,0
2026-02-21T15:00:00Z,11,4,1,0,0,0,0,0,0,3,0
2026-02-21T16:00:00Z,3,0,0,0,0,0,0,0,0,0,0
2026-02-21T17:00:00Z,4,0,0,0,0,0,0,0,0,0,0
2026-02-21T18:00:00Z,5,0,0,0,0,0,0,0,0,0,0
2026-02-21T19:00:00Z,4,0,0,0,0,0,0,0,0,0,0
2026-02-21T21:00:00Z,3,0,0,0,0,0,0,0,0,0,0
2026-02-21T22:00:00Z,1,0,0,0,0,0,0,0,0,0,0
2026-02-21T23:00:00Z,1,0,0,0,0,0,0,0,0,0,0
