timestamp,Impressions,Engagements,ProfileVisits,Follows,Replies,Likes,Retweets,Bookmark,Share,MediaViews,VideoViews
2026-02-19T14:00:00Z,15,0,0,0,0,0,0,0,0,0,0
2026-02-19T15:00:00Z,12,0,0,0,0,0,0,0,0,0,0
2026-02-19T16:00:00Z,9,1,0,0,0,0,0,0,0,0,0
2026-02-19T17:00:00Z,2,0,0,0,0,0,0,0,0,0,0
2026-02-19T18:00:00Z,6,0,0,0,0,0,0,0,0,0,0
2026-02-19T19:00:00Z,1,0,0,0,0,0,0,0,0,0,0
2026-02-19T20:00:00Z,2,0,0,0,0,0,0,0,0,0,0
2026-02-19T21:00:00Z,1,0,0,0,0,0,0,0,0,0,0
2026-02-19T22:00:00Z,2,0,0,0,0,0,0,0,0,0,0
2026-02-19T23:00:00Z,3,1,0,0,0,1,0,0,0,0,0
2026-02-20T00:00:00Z,3,2,0,0,0,0,0,0,0,0,0
2026-02-20T01:00:00Z,1,0,0,0,0,0,0,0,0,0,0
2026-02-20T02:00:00Z,3,0,0,0,0,0,0,0,0,0,0
2026-02-20T03:00:00Z,10,0,0,0,0,0,0,0,0,0,0
2026-02-20T04:00:00Z,3,0,0,0,0,0,0,0,0,0,0
2026-02-20T05:00:00Z,1,0,0,0,0,0,0,0,0,0,0
2026-02-20T06:00:00Z,3,0,0,0,0,0,0,0,0,0,0
2026-02-20T07:00:00Z,2,0,0,0,0,0,0,0,0,0,0
2026-02-20T08:00:00Z,3,0,0,0,0,0,0,0,0,0,0
2026-02-20T09:00:00Z,3,0,0,0,0,0,0,0,0,0,0
2026-02-20T10:00:00Z,3,0,0,0,0,0,0,0,0,0,0
2026-02-20T11:00:00Z,3,0,0,0,0,0,0,0,0,0,0
2026-02-20T12:00:00Z,5,0,0,0,0,0,0,0,0,0,0
2026-02-20T13:00:00Z,8,0,0,0,0,0,0,0,0,0,0
2026-02-20T14:00:00Z,3,0,0,0,0,0,0,0,0,0,0
2026-02-20T15:00:00Z,4,0,0,0,0,0,0,0,0,0,0
2026-02-20T16:00:00Z,3,0,0,0,0,0,0,0,0,0,0
2026-02-20T17:00:00Z,4,0,0,0,0,0,0,0,0,0,0
2026-02-20T18:00:00Z,3,0,0,0,0,0,0,0,0,0,0
