timestamp,Impressions,Engagements,ProfileVisits,Follows,Replies,Likes,Retweets,Bookmark,Share,MediaViews,VideoViews
2026-02-19T14:00:00Z,354,28,6,0,1,0,0,0,0,13,0
2026-02-19T15:00:00Z,73,8,1,0,0,0,0,1,0,1,0
2026-02-19T16:00:00Z,41,7,1,0,0,0,0,0,0,2,0
2026-02-19T17:00:00Z,16,1,0,0,0,0,0,0,0,0,0
2026-02-19T18:00:00Z,30,1,0,0,0,0,0,0,0,1,0
2026-02-19T19:00:00Z,11,4,0,0,0,0,0,0,0,0,0
2026-02-19T20:00:00Z,18,4,0,0,0,0,0,0,0,4,0
2026-02-19T21:00:00Z,13,4,0,0,0,0,0,0,0,3,0
2026-02-19T22:00:00Z,15,5,0,0,0,0,0,0,0,4,0
2026-02-19T23:00:00Z,15,2,0,0,0,1,0,0,0,1,0
2026-02-20T00:00:00Z,18,6,0,0,0,0,0,0,0,4,0
2026-02-20T01:00:00Z,18,4,0,0,0,0,0,0,0,1,0
2026-02-20T02:00:00Z,24,3,0,0,0,0,0,0,0,3,0
2026-02-20T03:00:00Z,28,9,0,0,0,0,0,1,0,5,0
2026-02-20T04:00:00Z,14,1,0,0,0,0,0,0,0,1,0
2026-02-20T05:00:00Z,17,0,0,0,0,0,0,0,0,0,0
2026-02-20T06:00:00Z,18,1,0,0,0,0,0,0,0,1,0
2026-02-20T07:00:00Z,6,1,0,0,0,0,0,0,0,0,0
2026-02-20T08:00:00Z,20,4,0,0,0,0,0,0,0,4,0
2026-02-20T09:00:00Z,11,3,0,0,0,0,0,0,0,1,0
2026-02-20T10:00:00Z,14,5,0,0,0,0,0,0,0,2,0
2026-02-20T11:00:00Z,20,4,0,0,0,0,0,0,0,2,0
2026-02-20T12:00:00Z,10,0,0,0,0,0,0,0,0,0,0
2026-02-20T13:00:00Z,32,4,0,0,0,0,0,0,0,1,0
2026-02-20T14:00:00Z,20,3,0,0,0,0,0,0,0,3,0
2026-02-20T15:00:00Z,28,5,0,0,0,0,0,0,0,5,0
2026-02-20T16:00:00Z,21,4,0,0,0,0,0,0,0,4,0
2026-02-20T17:00:00Z,44,12,0,0,0,0,0,0,0,4,0
2026-02-20T18:00:00Z,28,6,0,0,0,0,0,0,0,2,0
2026-02-20T19:00:00Z,10,1,0,0,0,0,0,0,0,1,0
2026-02-20T20:00:00Z,8,0,0,0,0,0,0,0,0,0,0
2026-02-20T21:00:00Z,5,0,0,0,0,0,0,0,0,0,0
2026-02-20T22:00:00Z,4,0,0,0,0,0,0,0,0,0,0
2026-02-20T23:00:00Z,10,3,0,0,0,0,0,1,0,2,0
