timestamp,Impressions,Engagements,ProfileVisits,Follows,Replies,Likes,Retweets,Bookmark,Share,MediaViews,VideoViews
2026-02-19T14:00:00Z,237,7,0,0,1,1,0,1,0,5,0
2026-02-19T15:00:00Z,47,7,1,0,0,1,0,0,0,2,0
2026-02-19T16:00:00Z,38,10,0,0,0,0,0,0,0,5,0
2026-02-19T17:00:00Z,44,8,0,0,0,1,0,0,0,5,0
2026-02-19T18:00:00Z,97,33,5,0,0,1,1,0,0,20,0
2026-02-19T19:00:00Z,23,2,0,0,0,0,0,0,0,1,0
2026-02-19T20:00:00Z,21,2,0,0,0,0,0,0,0,1,0
2026-02-19T21:00:00Z,23,3,0,0,0,0,0,0,0,3,0
2026-02-19T22:00:00Z,42,5,1,0,0,0,0,0,0,4,0
2026-02-19T23:00:00Z,26,5,1,0,0,0,0,0,0,2,0
2026-02-20T00:00:00Z,38,5,0,0,0,0,0,1,0,0,0
2026-02-20T01:00:00Z,30,4,0,0,0,0,0,0,0,3,0
2026-02-20T02:00:00Z,29,6,0,0,0,0,0,0,0,4,0
2026-02-20T03:00:00Z,51,7,1,0,0,1,0,1,0,5,0
2026-02-20T04:00:00Z,48,12,0,0,0,0,0,0,0,7,0
2026-02-20T05:00:00Z,36,2,0,0,0,0,0,0,0,2,0
2026-02-20T06:00:00Z,26,3,1,0,0,0,0,0,0,2,0
2026-02-20T07:00:00Z,16,2,0,0,0,0,0,0,0,1,0
2026-02-20T08:00:00Z,12,3,0,0,0,0,0,0,0,2,0
2026-02-20T09:00:00Z,24,3,0,0,0,0,0,0,0,1,0
2026-02-20T10:00:00Z,9,3,0,0,0,0,0,0,0,2,0
2026-02-20T11:00:00Z,10,1,0,0,0,0,0,0,0,0,0
2026-02-20T12:00:00Z,9,1,0,0,0,0,0,0,0,1,0
2026-02-20T13:00:00Z,9,3,0,0,0,1,0,0,0,0,0
2026-02-20T14:00:00Z,5,0,0,0,0,0,0,0,0,0,0
2026-02-20T15:00:00Z,5,0,0,0,0,0,0,0,0,0,0
2026-02-20T16:00:00Z,11,11,2,0,0,0,0,0,0,0,0
2026-02-20T17:00:00Z,14,8,0,0,0,2,0,1,0,2,0
2026-02-20T18:00:00Z,10,2,0,0,0,0,0,0,0,0,0
2026-02-20T19:00:00Z,6,1,0,0,0,0,0,0,0,0,0
2026-02-20T20:00:00Z,1,0,0,0,0,0,0,0,0,0,0
2026-02-20T21:00:00Z,2,0,0,0,0,0,0,0,0,0,0
2026-02-20T22:00:00Z,9,2,0,0,0,0,0,0,0,2,0
2026-02-20T23:00:00Z,3,2,0,0,0,0,0,0,0,1,0
